id,kode_provinsi,nama_provinsi,kode_hs,jenis_barang,nilai_ekspor,satuan,tahun
246,32,JAWA BARAT,50,SILK,174502,US DOLLAR,2018
247,32,JAWA BARAT,51,"WOOL, ANIMAL HAIR AND WOVEN FABRIC",653075,US DOLLAR,2018
248,32,JAWA BARAT,52,COTTON,367591984,US DOLLAR,2018
249,32,JAWA BARAT,53,OTHER VEGETABLE TEXTILE FIBRES  AND PAPER YARN,1414141,US DOLLAR,2018
250,32,JAWA BARAT,54,MAN-MADE FILAMENTS,635634256,US DOLLAR,2018
251,32,JAWA BARAT,55,MAN-MADE STAPLE FIBRES,1156019663,US DOLLAR,2018
252,32,JAWA BARAT,56,"WADDING, FELT AND NON-WOVENS, SPECIAL YARNS AND ROPES",35867608,US DOLLAR,2018
253,32,JAWA BARAT,57,CARPETS,43099862,US DOLLAR,2018
254,32,JAWA BARAT,58,SPECIAL WOVEN FABRICS AND TRIMMINGS,28513544,US DOLLAR,2018
255,32,JAWA BARAT,59,INDUSTRIAL TEXTILE FIBRES,125885712,US DOLLAR,2018
256,32,JAWA BARAT,60,KNITTED OR CROCHETED FABRICS,75969952,US DOLLAR,2018
257,32,JAWA BARAT,61,KNITTED OR CROCHETED CLOTHES,2326365496,US DOLLAR,2018
258,32,JAWA BARAT,62,CLOTHES (NOT KNITTED OR CROCHETED),1613025103,US DOLLAR,2018
259,32,JAWA BARAT,63,OTHER TEXTILE ARTICLES AND USED CLOTHING,80060464,US DOLLAR,2018
260,32,JAWA BARAT,64,FOOTWEAR,1597466269,US DOLLAR,2018
261,32,JAWA BARAT,65,HEADGEAR,32791981,US DOLLAR,2018
262,32,JAWA BARAT,66,UMBRELLAS AND WALKING-STICKS,242607,US DOLLAR,2018
263,32,JAWA BARAT,67,"FEATHERS, ARTIFICIAL FLOWERS, WIGS",60395703,US DOLLAR,2018
264,32,JAWA BARAT,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS AND MICA",51933188,US DOLLAR,2018
265,32,JAWA BARAT,69,CERAMIC PRODUCTS,168628754,US DOLLAR,2018
266,32,JAWA BARAT,70,GLASS AND GLASSWARE,164904403,US DOLLAR,2018
267,32,JAWA BARAT,71,"PEARLS, PRECIOUS STONES AND METALS, AND IMITATION JEWELLERY",366073904,US DOLLAR,2018
268,32,JAWA BARAT,72,IRON AND STEEL,116198282,US DOLLAR,2018
269,32,JAWA BARAT,73,ARTICLES OF IRON OR STEEL,300187393,US DOLLAR,2018
270,32,JAWA BARAT,74,COPPER,59049617,US DOLLAR,2018
271,32,JAWA BARAT,75,NICKEL,4846333,US DOLLAR,2018
272,32,JAWA BARAT,76,ALUMINIUM,168569202,US DOLLAR,2018
273,32,JAWA BARAT,78,LEAD,15736996,US DOLLAR,2018
274,32,JAWA BARAT,79,ZINC,15914262,US DOLLAR,2018
275,32,JAWA BARAT,80,TIN,10826,US DOLLAR,2018
276,32,JAWA BARAT,81,OTHER BASE METALS AND CERMETS,13047726,US DOLLAR,2018
277,32,JAWA BARAT,82,TOOLS AND CUTLERY,66980750,US DOLLAR,2018
278,32,JAWA BARAT,83,MISCELLANEOUS ARTICLES OF BASE METALS,61393624,US DOLLAR,2018
279,32,JAWA BARAT,84,MACHINERY,3105110168,US DOLLAR,2018
280,32,JAWA BARAT,85,ELECTRICAL EQUIPMENTS,4091298449,US DOLLAR,2018
281,32,JAWA BARAT,86,"TRAINS, PARTS AND SIGNALLING EQUIPMENT",2051934,US DOLLAR,2018
282,32,JAWA BARAT,87,VEHICLES OTHER THAN TRAINS,4565848805,US DOLLAR,2018
283,32,JAWA BARAT,88,AIRCRAFT AND SPACECRAFT,81570666,US DOLLAR,2018
284,32,JAWA BARAT,89,SHIPS AND BOATS,3063055,US DOLLAR,2018
285,32,JAWA BARAT,90,"OPTICALS, PHOTOGRAPHIC AND MEASURING EQUIPMENT, MEDICAL INS-",269312014,US DOLLAR,2018
286,32,JAWA BARAT,91,CLOCKS AND WATCHES,14592714,US DOLLAR,2018
287,32,JAWA BARAT,92,MUSICAL INSTRUMENTS,301352954,US DOLLAR,2018
288,32,JAWA BARAT,93,ARMS AND AMMUNITION,583165,US DOLLAR,2018
289,32,JAWA BARAT,94,"FURNITURE, BEDDING, LAMPS, ILLUM. SIGNS",320545308,US DOLLAR,2018
290,32,JAWA BARAT,95,"TOYS, GAMES AND SPORTS EQUIPMENT",340224312,US DOLLAR,2018
291,32,JAWA BARAT,96,MISCELLANEOUS MANUFACTURED ARTICLES,202229757,US DOLLAR,2018
292,32,JAWA BARAT,97,WORKS OF ART AND ANTIQUES,273581,US DOLLAR,2018
293,32,JAWA BARAT,98,PEBT,0,US DOLLAR,2018
294,32,JAWA BARAT,99,PARCEL AND RETURN GOODS N.C.A.K.,11893263,US DOLLAR,2018
295,32,JAWA BARAT,1,LIVE ANIMALS,1598855,US DOLLAR,2019
296,32,JAWA BARAT,2,MEAT,2084054,US DOLLAR,2019
297,32,JAWA BARAT,3,FISH,101555093,US DOLLAR,2019
298,32,JAWA BARAT,4,DAIRY PRODUCTS,54729572,US DOLLAR,2019
299,32,JAWA BARAT,5,NON-EDIBLE ANIMAL PARTS,1594160,US DOLLAR,2019
300,32,JAWA BARAT,6,VEGETABLE PRODUCTS,6960982,US DOLLAR,2019
301,32,JAWA BARAT,7,EDIBLE VEGETABLES,9925183,US DOLLAR,2019
302,32,JAWA BARAT,8,FRUIT AND NUTS,25604666,US DOLLAR,2019
303,32,JAWA BARAT,9,"COFFEE, TEA AND SPICES",90360489,US DOLLAR,2019
304,32,JAWA BARAT,10,CEREALS,643,US DOLLAR,2019
305,32,JAWA BARAT,11,FLOUR,5926510,US DOLLAR,2019
306,32,JAWA BARAT,12,SEEDS AND GRAINS,3727528,US DOLLAR,2019
307,32,JAWA BARAT,13,VEGETABLE SAPS AND EXTRACTS,10733962,US DOLLAR,2019
308,32,JAWA BARAT,14,"VEGETABLE PLAITING MATERIAL (bamboo, rattan etc)",1207195,US DOLLAR,2019
309,32,JAWA BARAT,15,"FATS, OILS AND WAXES",172012653,US DOLLAR,2019
310,32,JAWA BARAT,16,PREPARED MEAT OR FISH,125456095,US DOLLAR,2019
311,32,JAWA BARAT,17,SUGARS AND SUGAR CONFECTIONERY,60879489,US DOLLAR,2019
312,32,JAWA BARAT,18,COCOA AND COCOA PREPARATIONS,194087575,US DOLLAR,2019
313,32,JAWA BARAT,19,"FOOD PREPARED FROM CEREALS, STARCH OR MILK",481610326,US DOLLAR,2019
314,32,JAWA BARAT,20,"PRESERVED VEGETABLES, FRUITS AND NUTS",18015270,US DOLLAR,2019
315,32,JAWA BARAT,21,MISCELLANEOUS FOODS,320495546,US DOLLAR,2019
316,32,JAWA BARAT,22,"BEVERAGES, SPIRITS AND VINEGAR",40206518,US DOLLAR,2019
317,32,JAWA BARAT,23,FOOD WASTE AND ANIMAL FODDER,3142985,US DOLLAR,2019
318,32,JAWA BARAT,24,TOBACCO AND SUBSTITUTES,149436454,US DOLLAR,2019
319,32,JAWA BARAT,25,"SALT, SULPHUR, EARTHS AND STONE, PLASTER, LIME   AND CEMENT",8677857,US DOLLAR,2019
320,32,JAWA BARAT,26,"ORES, SLAG AND ASH",2250452,US DOLLAR,2019
321,32,JAWA BARAT,27,MINERAL FUELS AND OILS,229296865,US DOLLAR,2019
322,32,JAWA BARAT,28,CHEMICALS AND ALLIED PRODUCTS,45607723,US DOLLAR,2019
323,32,JAWA BARAT,29,ORGANIC CHEMICAL,105552528,US DOLLAR,2019
324,32,JAWA BARAT,30,PHARMACEUTICAL PRODUCTS,224512051,US DOLLAR,2019
325,32,JAWA BARAT,31,FERTILIZERS,12761368,US DOLLAR,2019
326,32,JAWA BARAT,32,"TANS, DYES, PIGMENTS, PAINTS, VARNISHES, INKS",96499648,US DOLLAR,2019
327,32,JAWA BARAT,33,"ESSENTIAL OILS AND RESINOIDS, PERFUMERY, COSMETICS OR TOILET",357069013,US DOLLAR,2019
328,32,JAWA BARAT,34,"SOAP, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, WAXES",176332737,US DOLLAR,2019
329,32,JAWA BARAT,35,"ALBUMINOIDAL SUBSTANCES, MODIFIED STARCHES, GLUES, ENZYMES",8872868,US DOLLAR,2019
330,32,JAWA BARAT,36,EXPLOSIVES,534944,US DOLLAR,2019
331,32,JAWA BARAT,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,47273,US DOLLAR,2019
332,32,JAWA BARAT,38,MISCELLANEOUS CHEMICAL PRODUCTS,303230298,US DOLLAR,2019
333,32,JAWA BARAT,39,PLASTIC & PLASTIC ARTICLES,775247653,US DOLLAR,2019
334,32,JAWA BARAT,40,RUBBER AND RUBBER ARTICLES,1351153405,US DOLLAR,2019
335,32,JAWA BARAT,41,"RAW HIDES, SKINS AND LEATHERS",46939243,US DOLLAR,2019
336,32,JAWA BARAT,42,LEATHER ARTICLES AND TRAVEL GOODS,293456643,US DOLLAR,2019
337,32,JAWA BARAT,43,FURSKINS AND ARTIFICIAL FUR,149449,US DOLLAR,2019
338,32,JAWA BARAT,44,WOOD,245181892,US DOLLAR,2019
339,32,JAWA BARAT,45,CORK,458,US DOLLAR,2019
340,32,JAWA BARAT,46,PLAITING MATERIALS AND ARTICLES,34012395,US DOLLAR,2019
341,32,JAWA BARAT,47,WOOD PULP AND WASTE,2960043,US DOLLAR,2019
342,32,JAWA BARAT,48,PAPER,949151952,US DOLLAR,2019
343,32,JAWA BARAT,49,PRINTED MATERIALS,11547059,US DOLLAR,2019
344,32,JAWA BARAT,50,SILK,396421,US DOLLAR,2019
345,32,JAWA BARAT,51,"WOOL, ANIMAL HAIR AND WOVEN FABRIC",998887,US DOLLAR,2019
346,32,JAWA BARAT,52,COTTON,383465151,US DOLLAR,2019
347,32,JAWA BARAT,53,OTHER VEGETABLE TEXTILE FIBRES  AND PAPER YARN,1306123,US DOLLAR,2019
348,32,JAWA BARAT,54,MAN-MADE FILAMENTS,601032751,US DOLLAR,2019
349,32,JAWA BARAT,55,MAN-MADE STAPLE FIBRES,1220004884,US DOLLAR,2019
350,32,JAWA BARAT,56,"WADDING, FELT AND NON-WOVENS, SPECIAL YARNS AND ROPES",34773082,US DOLLAR,2019
351,32,JAWA BARAT,57,CARPETS,34065194,US DOLLAR,2019
352,32,JAWA BARAT,58,SPECIAL WOVEN FABRICS AND TRIMMINGS,27773025,US DOLLAR,2019
353,32,JAWA BARAT,59,INDUSTRIAL TEXTILE FIBRES,108491007,US DOLLAR,2019
354,32,JAWA BARAT,60,KNITTED OR CROCHETED FABRICS,79956771,US DOLLAR,2019
355,32,JAWA BARAT,61,KNITTED OR CROCHETED CLOTHES,2123801992,US DOLLAR,2019
356,32,JAWA BARAT,62,CLOTHES (NOT KNITTED OR CROCHETED),1535176452,US DOLLAR,2019
357,32,JAWA BARAT,63,OTHER TEXTILE ARTICLES AND USED CLOTHING,77312323,US DOLLAR,2019
358,32,JAWA BARAT,64,FOOTWEAR,1285719029,US DOLLAR,2019
359,32,JAWA BARAT,65,HEADGEAR,36162982,US DOLLAR,2019
360,32,JAWA BARAT,66,UMBRELLAS AND WALKING-STICKS,235550,US DOLLAR,2019
361,32,JAWA BARAT,67,"FEATHERS, ARTIFICIAL FLOWERS, WIGS",62938844,US DOLLAR,2019
362,32,JAWA BARAT,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS AND MICA",55482852,US DOLLAR,2019
363,32,JAWA BARAT,69,CERAMIC PRODUCTS,127110932,US DOLLAR,2019
364,32,JAWA BARAT,70,GLASS AND GLASSWARE,163275993,US DOLLAR,2019
365,32,JAWA BARAT,71,"PEARLS, PRECIOUS STONES AND METALS, AND IMITATION JEWELLERY",725272779,US DOLLAR,2019
366,32,JAWA BARAT,72,IRON AND STEEL,93216106,US DOLLAR,2019
367,32,JAWA BARAT,73,ARTICLES OF IRON OR STEEL,287999011,US DOLLAR,2019
368,32,JAWA BARAT,74,COPPER,91865950,US DOLLAR,2019
369,32,JAWA BARAT,75,NICKEL,6788325,US DOLLAR,2019
370,32,JAWA BARAT,76,ALUMINIUM,143695425,US DOLLAR,2019
371,32,JAWA BARAT,78,LEAD,8516259,US DOLLAR,2019
372,32,JAWA BARAT,79,ZINC,11647233,US DOLLAR,2019
373,32,JAWA BARAT,80,TIN,1059304,US DOLLAR,2019
374,32,JAWA BARAT,81,OTHER BASE METALS AND CERMETS,9444383,US DOLLAR,2019
375,32,JAWA BARAT,82,TOOLS AND CUTLERY,63910872,US DOLLAR,2019
376,32,JAWA BARAT,83,MISCELLANEOUS ARTICLES OF BASE METALS,52638066,US DOLLAR,2019
377,32,JAWA BARAT,84,MACHINERY,2872397632,US DOLLAR,2019
378,32,JAWA BARAT,85,ELECTRICAL EQUIPMENTS,3935456341,US DOLLAR,2019
379,32,JAWA BARAT,86,"TRAINS, PARTS AND SIGNALLING EQUIPMENT",2230663,US DOLLAR,2019
380,32,JAWA BARAT,87,VEHICLES OTHER THAN TRAINS,4643359777,US DOLLAR,2019
381,32,JAWA BARAT,88,AIRCRAFT AND SPACECRAFT,104570323,US DOLLAR,2019
382,32,JAWA BARAT,89,SHIPS AND BOATS,2370898,US DOLLAR,2019
383,32,JAWA BARAT,90,"OPTICALS, PHOTOGRAPHIC AND MEASURING EQUIPMENT, MEDICAL INS-",325366379,US DOLLAR,2019
384,32,JAWA BARAT,91,CLOCKS AND WATCHES,13306500,US DOLLAR,2019
385,32,JAWA BARAT,92,MUSICAL INSTRUMENTS,320568632,US DOLLAR,2019
386,32,JAWA BARAT,93,ARMS AND AMMUNITION,140736,US DOLLAR,2019
387,32,JAWA BARAT,94,"FURNITURE, BEDDING, LAMPS, ILLUM. SIGNS",486441073,US DOLLAR,2019
388,32,JAWA BARAT,95,"TOYS, GAMES AND SPORTS EQUIPMENT",346716382,US DOLLAR,2019
389,32,JAWA BARAT,96,MISCELLANEOUS MANUFACTURED ARTICLES,243614047,US DOLLAR,2019
390,32,JAWA BARAT,97,WORKS OF ART AND ANTIQUES,242237,US DOLLAR,2019
391,32,JAWA BARAT,98,PEBT,0,US DOLLAR,2019
392,32,JAWA BARAT,99,PARCEL AND RETURN GOODS N.C.A.K.,12703704,US DOLLAR,2019
393,32,JAWA BARAT,1,LIVE ANIMALS,2054691,US DOLLAR,2020
394,32,JAWA BARAT,2,MEAT,2225615,US DOLLAR,2020
395,32,JAWA BARAT,3,FISH,146675039,US DOLLAR,2020
396,32,JAWA BARAT,4,DAIRY PRODUCTS,94168703,US DOLLAR,2020
397,32,JAWA BARAT,5,NON-EDIBLE ANIMAL PARTS,1979596,US DOLLAR,2020
398,32,JAWA BARAT,6,VEGETABLE PRODUCTS,7526061,US DOLLAR,2020
399,32,JAWA BARAT,7,EDIBLE VEGETABLES,11527256,US DOLLAR,2020
400,32,JAWA BARAT,8,FRUIT AND NUTS,40899248,US DOLLAR,2020
401,32,JAWA BARAT,9,"COFFEE, TEA AND SPICES",105972802,US DOLLAR,2020
402,32,JAWA BARAT,10,CEREALS,83758,US DOLLAR,2020
403,32,JAWA BARAT,11,FLOUR,4782228,US DOLLAR,2020
404,32,JAWA BARAT,12,SEEDS AND GRAINS,3585331,US DOLLAR,2020
405,32,JAWA BARAT,13,VEGETABLE SAPS AND EXTRACTS,8242132,US DOLLAR,2020
406,32,JAWA BARAT,14,"VEGETABLE PLAITING MATERIAL (bamboo, rattan etc)",1025977,US DOLLAR,2020
407,32,JAWA BARAT,15,"FATS, OILS AND WAXES",208053089,US DOLLAR,2020
408,32,JAWA BARAT,16,PREPARED MEAT OR FISH,65498105,US DOLLAR,2020
409,32,JAWA BARAT,17,SUGARS AND SUGAR CONFECTIONERY,57896370,US DOLLAR,2020
410,32,JAWA BARAT,18,COCOA AND COCOA PREPARATIONS,204530605,US DOLLAR,2020
411,32,JAWA BARAT,19,"FOOD PREPARED FROM CEREALS, STARCH OR MILK",536093881,US DOLLAR,2020
412,32,JAWA BARAT,20,"PRESERVED VEGETABLES, FRUITS AND NUTS",13668629,US DOLLAR,2020
413,32,JAWA BARAT,21,MISCELLANEOUS FOODS,255756223,US DOLLAR,2020
414,32,JAWA BARAT,22,"BEVERAGES, SPIRITS AND VINEGAR",26982192,US DOLLAR,2020
415,32,JAWA BARAT,23,FOOD WASTE AND ANIMAL FODDER,13010140,US DOLLAR,2020
416,32,JAWA BARAT,24,TOBACCO AND SUBSTITUTES,119130374,US DOLLAR,2020
417,32,JAWA BARAT,25,"SALT, SULPHUR, EARTHS AND STONE, PLASTER, LIME   AND CEMENT",7045971,US DOLLAR,2020
418,32,JAWA BARAT,26,"ORES, SLAG AND ASH",256904,US DOLLAR,2020
419,32,JAWA BARAT,27,MINERAL FUELS AND OILS,203120100,US DOLLAR,2020
420,32,JAWA BARAT,28,CHEMICALS AND ALLIED PRODUCTS,38043909,US DOLLAR,2020
421,32,JAWA BARAT,29,ORGANIC CHEMICAL,103855951,US DOLLAR,2020
422,32,JAWA BARAT,30,PHARMACEUTICAL PRODUCTS,190412918,US DOLLAR,2020
423,32,JAWA BARAT,31,FERTILIZERS,8554576,US DOLLAR,2020
424,32,JAWA BARAT,32,"TANS, DYES, PIGMENTS, PAINTS, VARNISHES, INKS",75368888,US DOLLAR,2020
425,32,JAWA BARAT,33,"ESSENTIAL OILS AND RESINOIDS, PERFUMERY, COSMETICS OR TOILET",383134480,US DOLLAR,2020
426,32,JAWA BARAT,34,"SOAP, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, WAXES",236295843,US DOLLAR,2020
427,32,JAWA BARAT,35,"ALBUMINOIDAL SUBSTANCES, MODIFIED STARCHES, GLUES, ENZYMES",6854425,US DOLLAR,2020
428,32,JAWA BARAT,36,EXPLOSIVES,505680,US DOLLAR,2020
429,32,JAWA BARAT,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,9703,US DOLLAR,2020
430,32,JAWA BARAT,38,MISCELLANEOUS CHEMICAL PRODUCTS,346572909,US DOLLAR,2020
431,32,JAWA BARAT,39,PLASTIC & PLASTIC ARTICLES,710231798,US DOLLAR,2020
432,32,JAWA BARAT,40,RUBBER AND RUBBER ARTICLES,1245145554,US DOLLAR,2020
433,32,JAWA BARAT,41,"RAW HIDES, SKINS AND LEATHERS",38091160,US DOLLAR,2020
434,32,JAWA BARAT,42,LEATHER ARTICLES AND TRAVEL GOODS,233244593,US DOLLAR,2020
435,32,JAWA BARAT,43,FURSKINS AND ARTIFICIAL FUR,127155,US DOLLAR,2020
436,32,JAWA BARAT,44,WOOD,231512704,US DOLLAR,2020
437,32,JAWA BARAT,45,CORK,0,US DOLLAR,2020
438,32,JAWA BARAT,46,PLAITING MATERIALS AND ARTICLES,41673177,US DOLLAR,2020
439,32,JAWA BARAT,47,WOOD PULP AND WASTE,3205305,US DOLLAR,2020
440,32,JAWA BARAT,48,PAPER,949653422,US DOLLAR,2020
441,32,JAWA BARAT,49,PRINTED MATERIALS,8172788,US DOLLAR,2020
442,32,JAWA BARAT,50,SILK,190599,US DOLLAR,2020
443,32,JAWA BARAT,51,"WOOL, ANIMAL HAIR AND WOVEN FABRIC",764895,US DOLLAR,2020
444,32,JAWA BARAT,52,COTTON,330022070,US DOLLAR,2020
445,32,JAWA BARAT,53,OTHER VEGETABLE TEXTILE FIBRES  AND PAPER YARN,1298194,US DOLLAR,2020
446,32,JAWA BARAT,54,MAN-MADE FILAMENTS,372013488,US DOLLAR,2020
447,32,JAWA BARAT,55,MAN-MADE STAPLE FIBRES,861249387,US DOLLAR,2020
448,32,JAWA BARAT,56,"WADDING, FELT AND NON-WOVENS, SPECIAL YARNS AND ROPES",35864782,US DOLLAR,2020
449,32,JAWA BARAT,57,CARPETS,27376991,US DOLLAR,2020
450,32,JAWA BARAT,58,SPECIAL WOVEN FABRICS AND TRIMMINGS,20400741,US DOLLAR,2020
451,32,JAWA BARAT,59,INDUSTRIAL TEXTILE FIBRES,73614812,US DOLLAR,2020
452,32,JAWA BARAT,60,KNITTED OR CROCHETED FABRICS,79468788,US DOLLAR,2020
453,32,JAWA BARAT,61,KNITTED OR CROCHETED CLOTHES,1885933192,US DOLLAR,2020
454,32,JAWA BARAT,62,CLOTHES (NOT KNITTED OR CROCHETED),1154927400,US DOLLAR,2020
455,32,JAWA BARAT,63,OTHER TEXTILE ARTICLES AND USED CLOTHING,152717395,US DOLLAR,2020
456,32,JAWA BARAT,64,FOOTWEAR,1619373739,US DOLLAR,2020
457,32,JAWA BARAT,65,HEADGEAR,42181696,US DOLLAR,2020
458,32,JAWA BARAT,66,UMBRELLAS AND WALKING-STICKS,213996,US DOLLAR,2020
459,32,JAWA BARAT,67,"FEATHERS, ARTIFICIAL FLOWERS, WIGS",52976518,US DOLLAR,2020
460,32,JAWA BARAT,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS AND MICA",48838140,US DOLLAR,2020
461,32,JAWA BARAT,69,CERAMIC PRODUCTS,105912253,US DOLLAR,2020
462,32,JAWA BARAT,70,GLASS AND GLASSWARE,177490754,US DOLLAR,2020
463,32,JAWA BARAT,71,"PEARLS, PRECIOUS STONES AND METALS, AND IMITATION JEWELLERY",190674949,US DOLLAR,2020
464,32,JAWA BARAT,72,IRON AND STEEL,107999432,US DOLLAR,2020
465,32,JAWA BARAT,73,ARTICLES OF IRON OR STEEL,248571354,US DOLLAR,2020
466,32,JAWA BARAT,74,COPPER,92701132,US DOLLAR,2020
467,32,JAWA BARAT,75,NICKEL,6506786,US DOLLAR,2020
468,32,JAWA BARAT,76,ALUMINIUM,198242841,US DOLLAR,2020
469,32,JAWA BARAT,78,LEAD,573749,US DOLLAR,2020
470,32,JAWA BARAT,79,ZINC,13428003,US DOLLAR,2020
471,32,JAWA BARAT,80,TIN,0,US DOLLAR,2020
472,32,JAWA BARAT,81,OTHER BASE METALS AND CERMETS,6560693,US DOLLAR,2020
473,32,JAWA BARAT,82,TOOLS AND CUTLERY,60928306,US DOLLAR,2020
474,32,JAWA BARAT,83,MISCELLANEOUS ARTICLES OF BASE METALS,48813761,US DOLLAR,2020
475,32,JAWA BARAT,84,MACHINERY,2720064157,US DOLLAR,2020
476,32,JAWA BARAT,85,ELECTRICAL EQUIPMENTS,3745586329,US DOLLAR,2020
477,32,JAWA BARAT,86,"TRAINS, PARTS AND SIGNALLING EQUIPMENT",448081,US DOLLAR,2020
478,32,JAWA BARAT,87,VEHICLES OTHER THAN TRAINS,3363391160,US DOLLAR,2020
479,32,JAWA BARAT,88,AIRCRAFT AND SPACECRAFT,31606269,US DOLLAR,2020
480,32,JAWA BARAT,89,SHIPS AND BOATS,4843093,US DOLLAR,2020
481,32,JAWA BARAT,90,"OPTICALS, PHOTOGRAPHIC AND MEASURING EQUIPMENT, MEDICAL INS-",311502613,US DOLLAR,2020
482,32,JAWA BARAT,91,CLOCKS AND WATCHES,12295464,US DOLLAR,2020
483,32,JAWA BARAT,92,MUSICAL INSTRUMENTS,277260394,US DOLLAR,2020
484,32,JAWA BARAT,93,ARMS AND AMMUNITION,40309,US DOLLAR,2020
485,32,JAWA BARAT,94,"FURNITURE, BEDDING, LAMPS, ILLUM. SIGNS",569891318,US DOLLAR,2020
486,32,JAWA BARAT,95,"TOYS, GAMES AND SPORTS EQUIPMENT",326742485,US DOLLAR,2020
487,32,JAWA BARAT,96,MISCELLANEOUS MANUFACTURED ARTICLES,216098758,US DOLLAR,2020
488,32,JAWA BARAT,97,WORKS OF ART AND ANTIQUES,117576,US DOLLAR,2020
489,32,JAWA BARAT,98,PEBT,0,US DOLLAR,2020
490,32,JAWA BARAT,99,PARCEL AND RETURN GOODS N.C.A.K.,10105991,US DOLLAR,2020
